,Tweet Id,Tweet Datetime,Tweet Text,Twitter @ Name,Tweet Coordinates,Place Info,User Location,Tweet Language
3584,1311440014169964544,2020-09-30 22:57:19,"My brother’s phone was cracked so I went and picked him up a new one. Samsung’s lineup for the S20 is real confusing, like there’s 3 different versions on top of the 2 different note versions. https://t.co/nHkFh08A1U",AgentDeli,,,"Roanoke, Virginia",en
3017,1311441811530027009,2020-09-30 23:04:27,"@VladimirGluten Do you use Google Fi? If so, how does the Samsung do on the service?  Idk when I'll upgrade but that's my hang up with getting a non Google phone.",JacksNotFunny,,,"Harrisonburg, VA",en
5449,1311442750760517632,2020-09-30 23:08:11,"@ThatEricAlper Sadly, my ""wake up"" alarm sound from my Samsung phone. I believe it's called ""Morning Flower"". Doo doo-doo doo doo...doo-doo doo doo-doo doo doo :|| I may be losing my shit.",krusty627,,,"Dundas, ON",en
3985,1311442841416204288,2020-09-30 23:08:33,@coreyaustinhere @ralphmakeswords @SamsungMobileUS Wow! Maybe if I give my honest feedback on the phone I'm using now I can get the latest model for free then!😆,DisneySega,,,"New Bedford, MA",en
5448,1311442980788727809,2020-09-30 23:09:06,"@SamsungSupport Hi, so ever since I had gotten my Galaxy Chromebook 4+, it has started overheating, could you guys help me out? I have powerwashed (reset) it several times and it still overheats. 
It causes my device to throttle which limits my usage.",1MintyS,,,"Jersey City, NJ",en
1959,1311444020787376129,2020-09-30 23:13:14,@amazon The Rose Gold Spigen Samsung Galaxy S8 phone case is a success!😄 #ThankyouAmazon https://t.co/XsGQ1li8WX,Autisimmons,,,Texas,en
4782,1311445439044935682,2020-09-30 23:18:52,"Samsung Galaxy S8 Rumors – Specifications and Extra Features.
#mobile #...
https://t.co/A4C6hhMKjI",CentraMic,,,"Georgia, USA",en
6598,1311446682039578624,2020-09-30 23:23:49,"@PlayNowCasino Hi. Is there a reason I am unable to access my account, deposit funds, etc. on my mobile?
I recently got a new Samsung S20+ last week, but all my account options have been available since then.
Is there a technical issue on your end?",ypcho,,,"Vancouver, British Columbia",en
5446,1311446744991965184,2020-09-30 23:24:04,FDA-Cleared Electrocardiogram Monitor App is Available in the US Starting Today on Galaxy Watch3 and Galaxy Watch Active2 https://t.co/pPkYwWlpOC,yunjo,,,"Toronto, Ontario",en
6665,1311446755175784454,2020-09-30 23:24:06,"Ive Always Had Doubts bout the Google phones, i was always Samsung (S/Note Series) when i was Android. Any good? Phone looks nice https://t.co/hY4lUO9NIj",OscarCortez30,,,"Grand Rapids, MI",en
6597,1311448321450373121,2020-09-30 23:30:20,@SamsungMobile @SamsungSupport @SamsungUS The Note 10 Plus has a serious issue with the moisture sensor. I have had 3 replacment phone's and someone I know has had 4. They won't recall and you can no longer charge your device after it goes. Verizon read me the latest update.,jperson80,,,Seattle,en
2614,1311448764595400704,2020-09-30 23:32:05,"Samsung Galaxy S8 | Price, Reviews &amp; Specs.
#mobile #news
https://t.co/Erida1pFRa
https://t.co/blwlshUdRU",CentraMic,,,"Georgia, USA",en
1331,1311449222227603457,2020-09-30 23:33:54,@binance My #Samsung phone ^_^,blockchainmikey,,,Moon,en
6128,1311449659513151491,2020-09-30 23:35:39,"If this had a larger screen (I have giant hands so I need a large screen), this would be my next phone easily. Instead I'm probably going to go with the Samsung S20 FE. 

Still a great option for anyone looking for a flagship phone without sticker shock! https://t.co/ZpmEMJtNLR",mcoley,,,"Mt Juliet, TN",en
4780,1311449890380079104,2020-09-30 23:36:34,"Samsung to Launch 3 New Concept Smartphones in 2017 | Centramic.
#mobile #news
https://t.co/Erida1pFRa
https://t.co/4pY1XRwZnP",CentraMic,,,"Georgia, USA",en
4358,1311450438256914432,2020-09-30 23:38:44,"Samsung Galaxy S9 Price, Specifications, Launch &amp; Reviews.
#mobile #news
https://t.co/Erida1pFRa
https://t.co/C6uobIWQIZ",CentraMic,,,"Georgia, USA",en
4778,1311451217361473536,2020-09-30 23:41:50,"@RaceTim @UniverseIce @SamsungMobile Agreed. A $2,000 phone that has inferior cameras to a $1,300 phone FROM THE SAME MANUFACTURER is an illogical JOKE.
Also, no 512GB model in the U.S. and no Micro SD card slot to compensate for the weak 256GB of storage.
I have no problem paying $2,000 but MAKE IT MATCH THE SPECS.",PSYCHOV3N0M,,,"Queens, NY",en
2610,1311451281131626498,2020-09-30 23:42:05,"Samsung Galaxy S9 Price, Release Date, News And Features.
#mobile #news
https://t.co/Erida1pFRa
https://t.co/XFY29HAWQQ",CentraMic,,,"Georgia, USA",en
3389,1311452974795849730,2020-09-30 23:48:49,Disable Bypass Remove Google Account Lock FRP on Verizon Samsung Galaxy Tab E SM-T378V! https://t.co/R4BuREHi2d via @YouTube,MNMobileGuy,,,"Twin Cities, MN",en
3008,1311454244617084928,2020-09-30 23:53:52,"Samsung Galaxy S10 or Samsung Galaxy X: Price, Leaks And Rumors.
#mobile #news
https://t.co/Erida1pFRa
https://t.co/JYWhuyPBoZ",CentraMic,,,"Georgia, USA",en
902,1311454679151321093,2020-09-30 23:55:35,@SamsungMobileUS This phone reminds me of the 90’s.,StampRod,,,"Florida, USA",en
3308,1311455690557452289,2020-09-30 23:59:36,"@NLCryptoOracle @TimNC8OS @RealJamesWoods You do realize a patent doesn't mean developed or available right?

From the article you posted:

""Unfortunately, the existence of a patent application is in no way indicative of Samsung plans to release such a device""

😅",ark54301,,,"Green Bay, WI",en
6127,1311456876308070400,2020-10-01 00:04:19,"I want the new samsung phone that flips open real bad it combines everything I like about smart phones with the one thing I liked about flip phones. Flipping open a phone is reminiscent of cracking open an actual book, RIGHT?? everyone loves that satisfying click. Furthermore, th",boredmeanmole,,,"Hendersonville, NC",en
6663,1311458578239291392,2020-10-01 00:11:05,"@LindyRocha I have a Samsung S10 and I found mine on the second screen of the quick panel (second row, second from left) https://t.co/2ie07quINs",shyjjong,,,"Wisconsin, USA",en
1619,1311458760754429955,2020-10-01 00:11:48,@BetseyStevenson @fitbit Had the fitbit ionic for almost 5 years. Before it the HR. Changed to samsung watch 3 just 3 weeks ago. The reason to change was my ionic broke and Futbit costumer service was bad. My new watch is working great and it looks very nice. It has what I wanted and more.,econ_garcia,,,"Minnesota, USA",en
6023,1311459579419652096,2020-10-01 00:15:04,"Almost full! Awesome moon shot with my Samsung Galaxy Note 20 Ultra at 50x zoom. 👍👊😎

@samsung_dev @SamsungMobileUS #Moonlight #moon #moonshot #camera #GalaxyNote20Ultra5G #galaxy #Space #WednesdayMood https://t.co/XrtmTPTEkC",InfinityWFaces,,,"Savannah, GA",en
4353,1311459765369753602,2020-10-01 00:15:48,"Samsung Galaxy Trend Plus S7580 Specifications.
#mobile #news
https://t.co/Erida1pFRa
https://t.co/NQPTtNbtN5",CentraMic,,,"Georgia, USA",en
39,1311460220275773441,2020-10-01 00:17:36,@marinaepelman @BetseyStevenson This was one of the great things I discovered from my samsung watch too! Life changer!,econ_garcia,,,"Minnesota, USA",en
1800,1311461447914991620,2020-10-01 00:22:29,I dont watch a ton of TV but I just saw the @SamsungMobile @BTS_twt commercial and was so happy!!!  Yay me 💜,devjenn95,,,"Illinois, USA",en
481,1311463365357731842,2020-10-01 00:30:06,Seven Samsung Galaxy tricks you can’t do on any other phone https://t.co/MKXAMZn4VI https://t.co/Dhc2S5j136,PopSci,,,New York,en
6596,1311463588452728837,2020-10-01 00:30:59,@SamsungSupport Not helpful at all. As you can see my battery is about to die and I CAN'T CHARGE MY PHONE. $2500 is what we paid for 2 of these phones. This is insane. https://t.co/KGpSDbmw8K,jperson80,,,Seattle,en
5435,1311464018641469440,2020-10-01 00:32:42,"Idk man, that new Samsung phone kinda looks familiar... 🤔 https://t.co/gWAjYI8MBv",Samsteazy,,,California,en
2408,1311465026834886658,2020-10-01 00:36:42,"This is behind my picture on @Facebook! Same pic as @Twitter! On @LinkedIn, it is same pic too! I have @Dell Computer! My phone is @Samsung! @JamesJayWilson2 @DogBountyHunter @sandrawilson @LelandBChapman @HollyHalfen @DuaneLeeJr 
cc: @realDonaldTrump @SecPompeo @ScottPresler https://t.co/65zY9WfzrA",LeahJanWilson,,,"Houston, TX",en
1321,1311467717422198784,2020-10-01 00:47:24,Moon shot with new #samsungs20FE zoomed in vs. #iPhoneXR Samsung’s camera is next level. https://t.co/6Sy0TmH17n,Talmadge_Gray,,,"Deep South, USA",en
2407,1311468877906432001,2020-10-01 00:52:01,"@SemiAridScience @ecologyofgavin I only use edge unless on my phone,  then I use Samsung internet",Elmore_Ecology,,,"Starkville, MS",en
4597,1311470306935013379,2020-10-01 00:57:41,@evil_eye_cult @SamsungMobileUS I've had mine since May and I haven't scratched it once. The screen is alot tougher then you think.,Z_Official_,,,"St George, UT",en
2168,1311471828037177344,2020-10-01 01:03:44,@lakerhov I had a flip phone I think it was a Samsung,sports_beard,,,United States,en
3580,1311472312911265798,2020-10-01 01:05:40,Well.. my first and only @SamsungMobile device was a S6. I ended up ordering the #GalaxyS20FE from @TMobile. LMK what questions you have so I could cover it on the channel! https://t.co/9oKzdJFKgB,panton_chris,,,"Knoxville, TN",en
214,1311472716894015489,2020-10-01 01:07:16,"@feral_ghost oh hey, you need a screen? because i got one here, it’s a 32” samsung. i figured i would keep it around as a portable tv in case i ever need one, but it’s tucked into a little corner storage area with my art portfolio and spoonk mat rn, and i’d be happy to give it a loving home",mxlizandry,,,Oakland,en
213,1311473157761429505,2020-10-01 01:09:01,IM HEARING DYNAMITE BY BTS DURING A SAMSUNG PHONE COMMERCIAL DURING THE NBA FINALS?! I still can’t get used to that omg the crossover!!!,Annika_Brandes,,,"Los Angeles, CA",en
6020,1311473159699337218,2020-10-01 01:09:01,why does a new samsung phone come out every other week ??? I got mine in March and it feels like I'm so far behind :(,NotAnaRamirez,,"Durham, NC","Durham, NC",en
1319,1311473365039886336,2020-10-01 01:09:50,"NBA Finals about to start and the phone Samsung is advertising isn’t the Galaxy Note 20, Z Fold 2 or Z Flip but the S20 FE. Did not expect to see that.",eliblumenthal,,,New York,en
212,1311473689288818688,2020-10-01 01:11:08,@Z_Official_ @SamsungMobileUS Drive your thumb nail across the screen and tell me what happens,evil_eye_cult,,,"modesto , california",en
1956,1311474173114368000,2020-10-01 01:13:03,Get into the game with a Samsung curved screen https://t.co/TGbujFLFjD #supportsmallstreamers https://t.co/Cbl84uekUy,GbrilliantQ,,,"Illinois, USA",en
211,1311475116895739905,2020-10-01 01:16:48,"I havent used a Samsung device since the Galaxy S4. 

I will play around with this one til the OnePlus 8T middle of October. https://t.co/cirLAKmV5Q",DiamondRyce,,,"Bay Area, CA",en
1318,1311475411457585152,2020-10-01 01:17:58,@NBCNews still trying to read your website but can't. Huge ads appear that block the stories. You gotta be kidding me. Am I the first person to tell you this? I am using a Samsung Tab4 device with Android. 🙄😡,DomFruges,,,"New Jersey, USA",en
2167,1311475686939324418,2020-10-01 01:19:04,"Save $100 On Samsung’s Newly Launched Galaxy S20 FE 5G Smartphone From Amazon https://t.co/gTnTpc7hP5 via @TheAppleByte 

#Deals #Tech #Samsung #Galaxy20 #Smartphone #Amazon https://t.co/GvTYH5mK4X",AppleByte_,,,USA,en
5180,1311475954850639872,2020-10-01 01:20:08,What's a good show to watch on Samsung Notes?,pmandra77,,"Portland, OR","Clackamas, OR",en
2166,1311475995984179207,2020-10-01 01:20:18,"Samsung Galaxy S10e, Galaxy S10 E Phone Case Slim Hybrid Shockproof Impact Rubber Dual Layer Rugged Protective Hard PC Bumper &amp; Soft TPU Back Cover ROSE GOLD Case for Samsung Galaxy S10 E /S10e (5.8″) https://t.co/FKxHKBdyZS",SAElectronic247,,,United States,en
37,1311476086182752256,2020-10-01 01:20:39,@lambas70 That's with my new Samsung phone! I can't believe how far they've come with technology!,sirsaint63,,,"Baton Rouge, LA",en
4595,1311478754271584256,2020-10-01 01:31:15,"Its b n predicted "" let's c if this Samsung A 10 galaxy phone does not process the 50 dollar simple mobile card that is currently on leslie w phone account that was put their on 9/29/20 at best buy in lajolla Ca to cover Oct 1 thru October 31 2020 phone carriers service.see pic https://t.co/4Fiq2TiVci",higginsgggg,,,"laJolla, CA",en
4347,1311479642763735040,2020-10-01 01:34:47,The new Samsung Z Fold is just a full touch screen Nintendo DS and you can't convince me otherwise,inquiswetrust,,,"Florida, USA",en
4346,1311482576213860352,2020-10-01 01:46:26,@iamwaynegilbert @TMobile @bts_bighit @SamsungMobileUS Wowwww this phone is gorgeous!!! I can’t wait to see you add your amazing photography skills to this phone and all the beauty you will create.,dancelife44gma1,,,"New York, NY",en
3231,1311482989755412481,2020-10-01 01:48:05,@RealJamesWoods Contact lenses that send pictures into the eyes controlled by blinking. Really. Samsung has applied for the patent. Watch @JoeBiden blinking furiously in the video. He was getting instructions.,Category10Jenn1,,,"Saint John, New Brunswick",en
3755,1311483262666256386,2020-10-01 01:49:10,@SamsungMobileUS Every folding device Ive ever owned broke at the hinge so its a no from me.  I just see it as a weakness that isnt worth the cost.,LacieStarling,,,United States,en
2306,1311483573044760576,2020-10-01 01:50:24,"@BestBuySupport @BestBuy I'm on the website looking for cases for the new @SamsungUS S20 FE that comes out Friday. The system keeps removing the FE from the search term. Are there really no cases for this phone? It comes out in 2 days, &amp; this should probably be fixed before then. https://t.co/uccggVHmnP",mcoley,,,"Mt Juliet, TN",en
6504,1311487535340834818,2020-10-01 02:06:09,"@Christine_OHDCO Idk if this is the phone you have, but if so, this has some good pointers. I learned a lot! Samsung Galaxy A20 Tips and Tricks https://t.co/K16zRKIzAt via @YouTube",sylvanaire,,,Central Maine,en
3444,1311487727884554245,2020-10-01 02:06:55,@SkellernJacob @vortck @mcalel_ @pomonella01 @TechHighest Sometimes it’s better to have somthing look the same and have better specs than to massively screw up on a new device cough cough Samsung Galaxy Fold.,RajChadha6,,,"Fenton, MO",en
3388,1311488292400103426,2020-10-01 02:09:09,"@itsemmycorinne Get a 65inch Samsung.
I have 2 of them, a Samsung 32inch, Samsung 25inch, of course Samsung phone.",JasonSantora1,,,"Michigan, USA",en
3307,1311488303816941569,2020-10-01 02:09:12,Samsung Galaxy Z Fold2 5G Youtube Flex mode User Interface https://t.co/iITePpjW5R via @YouTube,tatay_rafael,,,"Texas, USA",en
5608,1311489390171099136,2020-10-01 02:13:31,"@SamsungMobile  I feel cheated, I have the note 10+ and it is new without bumps or scratches.  but it's always the same when a new phone comes out.  you guys send updates that slow down the phone and blur the camera.  to make one buy the new model.",yansillgil,,,Republica Dominicana,en
893,1311490185834770432,2020-10-01 02:16:41,Can ur phone camera do this??? #samsung #note20ultra https://t.co/ypIOK8AmJS,doublerel,,,"Keansburg, NJ",en
209,1311492715813629952,2020-10-01 02:26:44,Check out Samsung EB-BN910BBU 3220mAh Smartphone Battery for Galaxy Series with Case #Samsung https://t.co/eSn5ZQb8Et via @eBay,xianlayva,,,"San Francisco, CA, USA",en
5427,1311494270742859778,2020-10-01 02:32:55,"@Spotify real quick. I have a Samsung Galaxy phone, when I open Spotify, it takes a long time to load. The app is up to date, any suggestions?",milmat36,,,Pittsburgh PA,en
2305,1311494543724949505,2020-10-01 02:34:00,"Finally! After 4 years, I've pre-ordered a new phone. After having a @SamsungMobileUS phone for the last 8 years, I'm now moving to the @Google #Pixel5. Sorry Samsung, your phones are too giagantic and too expensive for me.",woody24,,,"Carmel, IN",en
2164,1311496432285876226,2020-10-01 02:41:30,"It now also takes less than 5min to sync with app, and it doesn't freeze or immediately turn the screen back off when you press the button. The future is now! Will probably still switch to @Samsung Active.",CMLounsbury,,,United States,en
2601,1311497392232042497,2020-10-01 02:45:19,"@madebygoogle @MKBHD Really? Then why's the phone overpriced for the chipset? Like even the samsung galaxy s20 fe 5g is better than that. You get 120hz refresh rate, even better chipset than you mid-range ""5g"" chipset. What a shame you can't even afford high end processors",bloatwareson,,,Massachusetts,en
208,1311498710589743106,2020-10-01 02:50:33,How to Use Samloader To Download OTA Updates for Samsung Galaxy Phone https://t.co/HoqUTLyfxJ,lifezness,,,"Union City, CA",en
6226,1311499623081492480,2020-10-01 02:54:11,"@Krissi2197 --new phone, but i think samsung is making their phones that way too so :'D",danimalplanet_,,,"Arizona, USA",en
305,1311500131141914624,2020-10-01 02:56:12,"@nprpolitics Hello, capt obvious?  Can you just mute the mics after their time is up?  Oh you can. Yes, like I can do on my phone. Even if I have a Samsung.  Good. Let’s do that. #Debate2020 #debate #",theboobennett,,,"Denver, CO",en
2163,1311501342058323974,2020-10-01 03:01:01,"@CoreysDigs @LindacoxCox Smartwatches can receive text messages and email

https://t.co/4JrCoOzcUP",bratNvet,,,United States,en
1953,1311504231480860672,2020-10-01 03:12:30,@techhonors lol this is like Samsung smartphone commercial music,ajlatrace,,,"Chicago, IL",en
4344,1311505750812954624,2020-10-01 03:18:32,"I may not know how to use IF TRY, but I do know how to make a tweet nagging @SamsungMobileUS when I remember until they fix my phone.",Wander1236,,,Pennsylvania,en
207,1311508340233572352,2020-10-01 03:28:49,"The back of the @Samsung Galaxy S10+ breaks if you look at it funny. Mine is a spiderweb of cracks and I've had a case on it ever since... the last time I got the back replaced.

Can we just have plastic backs on phones? I want a phone prioritized for durability.",bhsharp,,,"San Francisco, CA",en
6225,1311510551667773441,2020-10-01 03:37:36,@fuboTV I keep trying to start up the app on my Samsung Galaxy Tablet pro and all i get is a loading screen. I uninstalled and reinstalled twice. And still nothing been like this for 15 minutes now https://t.co/oCUMcnC576,JrVizcarra,,,"Hondo, TX",en
6019,1311512248951746560,2020-10-01 03:44:21,@SamsungUS Hopefully the screen's jabs proof... 🤔,gbeltrao,,,"Wake Forest, NC",en
123,1311517717162205185,2020-10-01 04:06:05,"@writersflood @AndyanaJonseph I just can't see siting in my game room with a 55"" 4K Samsung and playing it on like an 720p 8"" screen with more cramped controls. lol. It sounds foreign to me. I mean it's great for the toilet or if you're out and about. You don't like motion controls?",anarchyKaos666,,,"Albuquerque, NM",en
6810,1311517984800694274,2020-10-01 04:07:09,"I just saw a @Samsung commercial with #BTS playing #DYNAMITE. I was so taken by the song playing that I literally picked up zero details other than it was for a phone. 🎶light it up like dynamite, woah-oh-oh🎵🧨
@BTS_twt",KpopDAD1,,,"California, USA",en
3752,1311522627748536320,2020-10-01 04:25:36,Yo my brother watching the Samsung commercial singing dynamite and saying he wants that phone 😂😂😂,serenidad_tae,,,United States,en
5051,1311522647893839872,2020-10-01 04:25:40,Love how samsung puts bts ads back on samsung AFTER I purchase the non bts s20 phone ... bitches,TinyRedRabbit,,,Texas,en
4594,1311523252120948736,2020-10-01 04:28:04,That Samsung phone is looking kinda cute specially with #BTS_Dynamite playing in the background 👀,chapss16,,,"Las Vegas, NV",en
890,1311524317096816641,2020-10-01 04:32:18,@BTSxHollywood @Samsung @BTS_twt I don't watch a lot of TV so it was my first time.,KpopDAD1,,,"California, USA",en
1309,1311524533699047427,2020-10-01 04:33:10,@tiffotograph @SamsungUS @SamsungMobile @SamsungMobileUS i hope everything gets better &amp; sending the best wishes . this full moon isn’t to great for everyone 😭🖤 &amp; that camera quality .. cause i can NEVER get the damn moon great 😒 is PHENOMENAL,yoshiyue,,"Lake Arbor, MD","Lake Arbor, MD",en
3443,1311525934554509315,2020-10-01 04:38:44,"@BrallusTG @IGN @mashable I believe Samsung has a feature where it’s variable as well in most situations, like if you’re watching a video that’s only 30 FPS, it’ll limit the screen to run at that until you switch to a different app, so that helps with battery as well",yaboyniko_,,,"Nevada, USA",en
888,1311529780223844352,2020-10-01 04:54:01,@tiffotograph @SamsungUS @SamsungMobile @SamsungMobileUS they have the 300000mm auto focus lens . zoom be like 1 billion 😒 like w MY EYES it looks GREAT but with the camera .. it looks like i tried to draw it,yoshiyue,,"Lake Arbor, MD","Lake Arbor, MD",en
3574,1311530038777520128,2020-10-01 04:55:02,"#MysticMapMayhem @GenG  @SamsungMobileUS 
Fingers crossed for getting this new phone 🤞💙 https://t.co/vq8dXZoIQZ",Jessicajstev,,,"Myrtle Beach, SC",en
887,1311530476662906881,2020-10-01 04:56:47,@hennynat I will dig up my old Samsung flip phone just so you can hear the clack of the phone closing as I hang up on you.,_gabbbxz,,,"Brooklyn, NY",en
3642,1311532972689043458,2020-10-01 05:06:42,"@EuJanka @JustBlurred @selx771 @JMich293 @MKBHD The only thing the 865 has over 765 is graphic. Not big deal. If don't play pubg on your phone

90hz is what most the 120 run at by default .With only couple who don't offer virable refresh rate. 

Not much diff from  90 and 120
Samsung is OS is  slow and update are slow",toddmonroe6,,,"Michigan, USA",en
3304,1311534444646477830,2020-10-01 05:12:33,Omfg I am obsessed and in love with this new phone. #samsunggalaxy #samsung #samsungnote20 #Note20Ultra #tmobile @SamsungMobileUS @SamsungMobile @TMobile https://t.co/EVkPmPIb3c,bluebuteo,,,"Texas, USA",en
3974,1311544700885700608,2020-10-01 05:53:18,"I accidently activated the ""single take"" feature on my Samsung Galaxy Ultra 5g, and this video was in my camera roll 🤣🤣🤣🤣 https://t.co/pJRaGUptT8",raffyregulus,,"Bronx, NY","Bronx, NY",en
4337,1311544719336443906,2020-10-01 05:53:23,@TamiRoman What about a Samsung watch? cuzzzzz the way my account setup thats the only timepiece I can afford at the moment 😁 @TamiRoman,quianamarie87,,,"Cambria Heights, Queens",en
2404,1311555037114621952,2020-10-01 06:34:23,@ineedzpancakes don’t have any of those apps so idc about that. i’ve seen the photos directly on the samsung phone and they still didn’t look good,chossityy,,,zoom,en
205,1311560866672766977,2020-10-01 06:57:32,"Oh, neat! Samsung now has a Live Caption feature. Auto detects spoken audio and does its best to caption whatever it is right on the phone.

Kinda creative on the captioning but hey, new feature!",NevadaWolf,,,"Carson City, Nevada",en
1727,1311569885055549441,2020-10-01 07:33:23,👍 on @YouTube: Why Samsung is about to take over. https://t.co/3ef9C0LDKR,Rukiaxplay12,,,"butte, montana",en
2160,1311573824912191488,2020-10-01 07:49:02,Sports Belt Band Running Waist Bag for Samsung Galaxy Note 10 Plus – Gym Workout Case Cover Pouch Reflective Touch Screen Black R5K https://t.co/SE3muAfA09,SAElectronic247,,,United States,en
2597,1311579108502114305,2020-10-01 08:10:02,@SamsungSupport hello I have a #SmartThings hub. I have my password but I have the 2 step verification. I don’t have the mobile number right now. How can I change the phone.  Thanks.,ddp2049,,"Garfield, NJ",USA nj,en
3442,1311582645202104321,2020-10-01 08:24:05,People define beauty in the eye of the beholder. I define it as whoever looks good from a @SamsungMobile camera.,EllaLeona2,,,"Spring Hill, KS",en
204,1311586354518585344,2020-10-01 08:38:49,"@soldrsnptcoats @SamsungMobileUS What's that, a flip phone? https://t.co/znyrVHL8sa",ClinicalPosters,,,"Los Angeles, CA",en
5049,1311590754574245889,2020-10-01 08:56:18,"@Imaz728 @not__JOHNWICK @000_Mike_000 @jimmyispromo https://t.co/mMDATb9fXM

Lmao now take a look at samsung's stock cam vs gcam mod on the same device. ALso keep in mind no one is developing mods for Samsung devices becuse the demand is 0. Exynos is shit and has issues with Camera 2 API.",darkknight004,,,Mars,en
4762,1311594904972398592,2020-10-01 09:12:48,"@carlyfindlay I got all excited when I saw that there’s an app for our Samsung smart TV, but the app just duplicates the damn remote! So even on my phone, I can’t just type on a keyboard, and you’re right that using the remote to enter info with basically a D-pad seems ridiculous in 2020",wintersong,,,"Saco, ME",en
4335,1311595268928942080,2020-10-01 09:14:15,Samsung Mobile LCD - We offer brand new stock - https://t.co/pp6A7onaCR https://t.co/A9iWT3RQuR,imwaissman,,,New York,en
1543,1311603644052254721,2020-10-01 09:47:31,"@BrianFishmanDO I just dropped my 3rd $800 Samsung phone this week and it was in a protective (MILSTD) case, still broke the glass/screen. You might look into a local cell phone repair shop - cost is usually $250 to replace screen, rather than buy new, unless you have a damage insurance policy.",benbiotic,,,"Orlando, FL",en
203,1311603822968541185,2020-10-01 09:48:14,@overit_miss @JocylynnRoot It's the number of random finger movements across numeric symbols typed on a gorilla glass screen equipped on a samsung cellular device. But it could be another number...,CAstewart777,,,"Livermore,California",en
4559,1311609805946130432,2020-10-01 10:12:00,"Samsung Demand-Side Platform #dsp

Advertisers can manage the campaign reach and frequency of linear TV, connected TV (#CTV) and mobile and desktop.

Buyers can use Samsung Ads proprietary data and ad units alongside third-party audiences and inventory.
 https://t.co/ceuHyEmu8T",alimostofian,,,Earth,en
1795,1311610820191756289,2020-10-01 10:16:02,"@findAshK Righttt! My phone isn’t even broke. But I’m ready 😬 Not gonna lie, that Samsung fold is kinda hot too...",smknontisha,,,Kentucky,en
2158,1311611378181042177,2020-10-01 10:18:15,"Samsung Galaxy A8 Plus Case, Premium Handcrafted Printed Designer Hard ShockProof Case Back Cover with Screen Cleaning Kit for Samsung Galaxy A8 Plus – Lawyers 2 https://t.co/avaJFRoOih",SAElectronic247,,,United States,en
202,1311614872950464512,2020-10-01 10:32:08,Apparently trying to write a novel in #googledoc using #swype on a #samsung phone at 3 in the morning doesn't work well. #swypefail #writer #amwriting https://t.co/oyupI7TOKt,melissacuisine,,,"Santa Clara, CA",en
4334,1311618617507803137,2020-10-01 10:47:01,Vivo X50 Pro + has broken into the top of the best camera phones in the world. It shoots better than Samsung Galaxy S20 Ultra and Xiaomi Mi 10 Pro https://t.co/E3QZAtUIXT,Gadget_Tendency,,,New York,en
1949,1311622157672251393,2020-10-01 11:01:05,"I am a Guardian and Holder of Samsung Galaxy phone lol and I sing a song haha 🤣🤣🤣

Signed

E.rnest C-inderella",wolfyrose01,,,"Cleveland, OH",en
6804,1311623009371914242,2020-10-01 11:04:28,@drliansi Gurl get yourself that new @SamsungMobileUS  S20FE or the ZFold2 Phone I Love my Fold..,Lipsle2,,"Virginia, USA",RVA,en
880,1311623183418691584,2020-10-01 11:05:10,@SamsungSupport why is this happening to a video that was recorded on thee phone. This also happened if post certain pictures. What could be the cause and is the file recoverable? https://t.co/bgpYGzot0j,jess4ureyes,,"Manhattan, NY",NYC ,en
1948,1311627614189223936,2020-10-01 11:22:46,Trying to imagine what somebody would have on their phone that would warrant using samsung's secret folder,cool_mcdude,,,"Hell, MI",en
5413,1311631195801882624,2020-10-01 11:37:00,"Get ready to be triggered! 

Samsung Galaxy S20 Ultra vs Galaxy Z Fold 2 Camera Comparison | See the Difference

https://t.co/CxuTeyRGjj",4_theloveoftech,,,"Florida, USA",en
6123,1311636348709883905,2020-10-01 11:57:29,@ksmityyy_ Why Would You Get A Samsung Watch?,ShaiSoBoujie,,,"Nashville, TN",en
4331,1311637600227274753,2020-10-01 12:02:27,I am intrigued by this #Samsung transparent phone. #technology #innovation #productdesign https://t.co/KND0E3HWhN via @Androidheadline,armelbokam,,,NYC,en
1794,1311638907897995265,2020-10-01 12:07:39,"Check out this product🤠  Cup Holder Cell Phone Mount for Tablet  🤠
by Country Side General Store  starting at $25.98. 
Shop now 👉👉 https://t.co/9qnh3ByUaO https://t.co/Joi80kqiyo",Country_Stor,,,"Hillsboro, MO",en
6594,1311639155919609856,2020-10-01 12:08:38,@SamsungMobile 2 thousand US dollars for a phone. That is just too much. I can buy a macbook pro with this money and still have left to buy an RTX 3080,eliasgiff,,,"Seattle, WA",en
3749,1311639360190787584,2020-10-01 12:09:27,"Samsung Galaxy A8 2018 Case, Premium Handcrafted Printed Designer Hard ShockProof Case Back Cover with Screen Cleaning Kit for Samsung Galaxy A8 2018 – Horn OK Please https://t.co/rvKouFmNlq",SAElectronic247,,,United States,en
2979,1311641101971972096,2020-10-01 12:16:22,"@FrGuthrieDolan Samsung Galaxy A51? they're fine; they're worth what we paid for them, which wasn't top dollar 🤷🏻‍♀️

(got Bill the same phone as me, a wise investment for my luddite husband)",feminaprovita,,,"Pittsburgh, PA",en
201,1311641143994585088,2020-10-01 12:16:32,Samsung Galaxy Z Fold 2 Review: Return of the Ultimate Couch Phone https://t.co/UkSEV76Lm2,Droid_News,,,"San Francisco, CA",en
