,Unnamed: 0,Unnamed: 0.1,Tweet Id,Tweet Datetime,Tweet Text,Twitter @ Name,Tweet Coordinates,Place Info,User Location,Tweet Language,tag
280,1023,1130,1314343412234149889,2020-10-08 23:14:23,  weeks now waiting to get a replacement from samsung care  asurion   front screen is destroyed and not responding anymore ,imosvi,,,"New York, USA",en,negative
281,1024,1549,1314348323999023105,2020-10-08 23:33:54,can you name all of these samsung phones     ,Silverkey027,,,cloud,en,neutral
282,1029,3032,1314359370839449600,2020-10-09 00:17:48, i saw   one for samsung phone and another for hyundai car ,ladyybangtan,,,Louisiana,en,neutral
283,1031,2865,1314360129983254528,2020-10-09 00:20:49, i m not that confident about that part   of the mistakes i made was connecting the tile to my ipad instead of my samsung phone  before i realized my error it showed my ipad location as my back door neighbor address  so it not going to show me where it is in my house  ,sylvanaire,,,Central Maine,en,neutral
284,1038,4762,1314372542757470209,2020-10-09 01:10:08, hey there  i have noticed recently with my galaxy s  that my photos do not come in fully focused  there is always a selection that is unfocused  is this a camera issue or a issue  photo for example  ,markvidreiro,,,"Elkridge, MD",en,negative
285,1039,108,1314374554030989312,2020-10-09 01:18:08,another reminder  this s  is the worst phone i have ever had ,bruce4nv,,"Henderson, NV",,en,negative
286,1042,1122,1314376700197830657,2020-10-09 01:26:39, also since there is a character limit in twitter you can type as long as you want in samsung notes  screen shot it and add it as a tweet,seaport1961,,,"New York, USA",en,neutral
287,1043,5918,1314377147725692930,2020-10-09 01:28:26, i am a controller player that plays on a samsung s phone,PKontrol07,,,"Portland, OR",en,neutral
288,1045,4475,1314380975300923394,2020-10-09 01:43:39, i am interested to know what you think  i have been extremely happy with my samsung galaxy watch active   even though it is a horribly named product   but i really like the smaller footprint of fitness bands and keep waiting for them to get enough features to make me switch ,TheMaxamillion,,,Texas,en,positive
289,1046,1617,1314384536604680192,2020-10-09 01:57:48,"i have the camera  a small samsung that is no longer made  works perfectly well  it can record up to four hours of p video  i have the headband that fits my dog pretty well   could be a bit more snug  i have a plan  the m velcro strips are like concrete once they stick  wait ",JimShoe68100547,,,Central Illinois,en,positive
290,1048,174,1314385422043275264,2020-10-09 02:01:19, i reordered it through the shop samsung app on my phone ,vwbusguy,,,"Los Angeles, CA",en,neutral
291,1050,1910,1314386111498772480,2020-10-09 02:04:03, everyone expect samsung junk phone owner i sold my note  after  days,ali_kurdy,,,USA,en,negative
292,1055,1757,1314390730341744640,2020-10-09 02:22:24, i do not really want a smart watch so much as i want my notifications on my wrist in a meaningful way  i do not even need to be able to reply to them  just read and potentially dismiss  i know most fit bands do this but i am still waiting for some magical balance for my preferences ,TheMaxamillion,,,Texas,en,neutral
293,1058,107,1314393855370780672,2020-10-09 02:34:50," your tech support is a joke    next time   just say  restore home screen  backup   that took  minute   you wasted like  minutes of my time",jarrodweise,,"Phoenix, AZ",Holodeck,en,negative
294,1059,2562,1314396323865595904,2020-10-09 02:44:38,i just found out that my samsung galaxy a phone has  cameras i like that ,SeanGri39916913,,,"Roanoke, VA",en,positive
295,1060,3086,1314398347390865408,2020-10-09 02:52:41, cannot wait for mine to arrive been waiting for a phone like this ,PraxicWarlock,,,"Pennsylvania, USA",en,positive
296,1061,3152,1314398675855171584,2020-10-09 02:53:59, get you a galaxy s  you will have a better phone and you will get the best possible experience with game pass streaming  plus ms and samsung are hardware partners ,KyloKen_XA,,,"North Carolina, USA",en,positive
297,1068,1756,1314412059287789569,2020-10-09 03:47:10, i bought new samsung s in january after  month it got heat slowly  now it become a issue whenever using mobile for long hours calls charging  ,nagarajan_ravi_,,,"Texas, USA",en,negative
298,1071,5917,1314419346504994818,2020-10-09 04:16:07,lf way to combine asus rog phone  screen and speakers with samsung galaxy s ultra camera system,MalwareMinigun,,,"Redmond, Washington",en,neutral
299,1072,171,1314424462826065920,2020-10-09 04:36:27,"samsung lost the laptop i sent in for repair and then says its my fault  the one that stopped working after  days   the one i had to spend  days on the phone to get a tech to finally admit maybe the device needed replacement   cool  that has   gone ",KirinDave,,,"San Francisco, CA",en,negative
300,1073,170,1314427270656790528,2020-10-09 04:47:36, samsung a is also a good choice  i work in the cell phone industry so i have some good knowledge ,YoSoyEpic,,,Los Angeles,en,positive
301,1077,168,1314444525956329472,2020-10-09 05:56:10,i just found the music i used to have in my little samsung slide phone ,lovelylawrencee,,,"Los Angeles, CA",en,neutral
302,1086,3427,1314486101680287744,2020-10-09 08:41:23, hello there     it is just a samsung s phone   all i do is put it on auto correct after pic is taken ,dip1951,,,worcester,en,neutral
303,1089,166,1314520261467619329,2020-10-09 10:57:07," i personally loved the cloud mint colour  goes really well with the triple camera setup  looking forward to get my hands on one  galaxysfe  samsung  contestalert  ",coffeeloveranil,,,"South San Francisco, CA",en,positive
304,1094,5493,1314534262876647425,2020-10-09 11:52:45,absolutely love the pin to screen feature on my  snap  drop  send  its that easy    galaxynoteultrag  galaxy tips ,troyglidden,,,"Murfreesboro, TN",en,positive
305,1097,1906,1314537602695921664,2020-10-09 12:06:02, i love you buy me the phone juicyseyo,softservehoseok,,,United States,en,positive
306,1098,2862,1314539635096326144,2020-10-09 12:14:06,i have to buy a new phone today  i have a samsung currently but it took a shit after  years,danibae13,,,wonderland,en,negative
307,1101,6099,1314542531150000131,2020-10-09 12:25:37,samsung really did amazing with all the ads  will never say anything bad about y all phone anymore ,joonie0clock,,,Moon,en,positive
308,1102,3276,1314544085869371392,2020-10-09 12:31:47,i got a samsung folding phone that why when i go on google maps in it i can pretend i am unfolding a map from the glove compartment,ElPenguinito,,,USA,en,neutral
309,1103,1106,1314545268986175489,2020-10-09 12:36:29, those ads are soon good  my next phone will be a samsung for sure ,CWinFla,,,"Florida, USA",en,positive
310,1112,2112,1314556738432045057,2020-10-09 13:22:04, i need to speak with samsung about this      i am already getting the phone but this is extreme torture and i need my lawyer  ,KaiKwi,,,"Houston, TX",en,negative
311,1113,3027,1314558612170211333,2020-10-09 13:29:31, not good if your phone ever breaks  samsung phone froze up it was under warranty been dealing with this b s  since  ,CarlalThomas,,,"Fort Smith, Arkansas",en,negative
312,1116,164,1314560410314448899,2020-10-09 13:36:39," for a college student like me its really important that my phone packs enough juice to last a complete day and with the  galaxysfe it has no problem at all    withits mah bbatteryt would last the entire day with a single charge    sasamsungcocontest alert",coffeeloveranil,,,"South San Francisco, CA",en,positive
313,1126,5709,1314574272854097922,2020-10-09 14:31:44, customer service has been really disappointing the last  times speaking with them  over the last couples months i have been really displeased with them  for the first time since  i m not even using them as my main phone  that how displeased i am with them ,iamlegendoyle,,,Charlotte NC,en,negative
314,1131,2860,1314583658423103489,2020-10-09 15:09:02,okay so my samsung galaxy s  is starting to get full thanks to the updates  is the samsung galaxy s worth it  i may need to get a new phone soon ,JamesSinko,,,"Caribou, ME",en,neutral
315,1145,4736,1314601339683565570,2020-10-09 16:19:18, samsung note is complete device   s pen for everyday use   the best,alecmarche,,,Macedonia,en,positive
316,1147,5658,1314602358161121280,2020-10-09 16:23:20, does not honor their warranty  be careful buying their watch  techsup will not help you   galaxywatch,RedwoodGroveInc,,,"Pleasant Grove, UT",en,negative
317,1154,1899,1314612740355358720,2020-10-09 17:04:36, i did not see your tweet that has others in a tizzy  however  i did just get a new phone that i love  samsung sfe  it has g  looks and feels great  i traded in my samsung galaxy edge  which was ancient  but i also loved ,janis_alpine,,,United States,en,positive
318,1165,5705,1314626206306840582,2020-10-09 17:58:06, i thought you had a note  already  enjoy your new phone,Liv_Noah_Benson,,,"Fredericksburg, VA",en,positive
319,1166,159,1314626736726765569,2020-10-09 18:00:13,when i lived in pusan  i had a samsung phone that i loved  the company is so innovative  i believe they can also be green  call on  to divest from coal at once via  ,sarikarina,,,"Riverside, CA",en,positive
320,1169,158,1314630136252293125,2020-10-09 18:13:43, thanks i will look into that but it does not help me  i want to use the watch effectively for business  as a matter of pandemic protocols  my clients have to lmk when they arrive and wait in their car to hear back  while i am cleaning and prepping  quick replies were very helpful,jordanalorraine,,,"Marina Del Rey, Los Angeles CA",en,positive
321,1172,157,1314631319096188930,2020-10-09 18:18:25," among all the spectacular features the  galaxysfe  i loved the  night mode  the most  what is better than being able to use the amazing  camera setup even in low light    samsung  contestalert ",coffeeloveranil,,,"South San Francisco, CA",en,positive
322,1173,3730,1314631684919300096,2020-10-09 18:19:53, yes there was a trade in involved  the s ultra is packed and ready to go back samsung  i love the sfe so much as my other phone ,iamwaynegilbert,,,"Brooklyn, NY",en,positive
323,1174,6089,1314632799987564544,2020-10-09 18:24:18, so awesome  enjoy your new phone  ,Liv_Noah_Benson,,,"Fredericksburg, VA",en,positive
324,1178,4149,1314637827313938432,2020-10-09 18:44:17, thank you   i ieady have a great case for it and screen protection  i i so happy this offer came in my inin box,iamwaynegilbert,,,"Brooklyn, NY",en,positive
325,1183,1608,1314644262185775109,2020-10-09 19:09:51, i am using a samsung phone now ,DornblaserJosh,,,"Illinois, USA",en,neutral
326,1187,156,1314648417935585280,2020-10-09 19:26:22,i have more phone case variations coming soon  samsung versions included ,artbyalyssia,,,"San Pedro, Los Angeles",en,neutral
327,1193,320,1314654811074236418,2020-10-09 19:51:46,nobody on the market make a better screen than samsung,9248__,,,NYC,en,positive
328,1200,5582,1314665211614375940,2020-10-09 20:33:06,do not buy the samsung  galaxy z fold  if your not willing to pay for screen replacements  here i am one month later paying   for an outer screen replacement from a  ft fall onto tile  samsung should be ashamed  ,fallawayllc,,,TX,en,negative
329,1206,4144,1314671671979184128,2020-10-09 20:58:46," i did  you never listened    i compiled a list of stuff on why samsung is better  want me to repeat   g  on screen fingerprint  samsung pay  universal face time  duos   one  widgets since   wireless charging since   led   hz  back button  great cameras ",ottawauserr,,,"Ottawa, Ontario, Canada",en,positive
330,1218,2905,1314689216983568386,2020-10-09 22:08:29, for what it worth i ve been happy with my reasonably priced samsung  series  i believe  and my super cheap til  like  ish used only for my kids viewing  however i m far from picky about screen quality,joshpennington,,"Vineland, MI","St Jospeh, MI",en,positive
331,1219,1737,1314689547180150785,2020-10-09 22:09:48," oh man  yeah you can get some great power upgrades depending on what you have  the samsung ms are great  so convenient to build as well  if you are going ram  gskills for sure  that or teamgroup    the cpu and gpu are items for sure to watch ",Moshcrates,,,"Ohio, US",en,positive
332,1223,5579,1314696621398073344,2020-10-09 22:37:55, i actually want to try that or a samsung a series phone,iRaven4522,,,Southeastern Texas,en,neutral
333,1227,683,1314705223407943680,2020-10-09 23:12:05, i switched from samsung   phone messes up too quick,DazzlinPrinceza,,,"California, USA",en,negative
334,1229,152,1314713743943639040,2020-10-09 23:45:57, the insanity maybe retarded by samsung nunchuck style g communication device,Glenn_Bourgeois,,,"Merced, CA",en,negative
335,1230,1602,1314716070083801088,2020-10-09 23:55:12, my galaxy active watch will not stay connected to my phone  it keeps disconnecting  and by sound so running down the battery  i have seen others have this issue too  what is the solution ,nini_ren,,,St. Louis,en,negative
336,1232,5094,1314717355935752194,2020-10-10 00:00:18,the samsung galaxy s fe g delivers all the phone performance most people need at a price more people can afford ​ ,PCMag,,,"New York, NY",en,positive
337,1234,2021,1314717728918429696,2020-10-10 00:01:47, my uncle has a new samsung and its camera is insane,SpookyJrue,,,getting an ass whooping,en,positive
338,1236,2521,1314721321675354112,2020-10-10 00:16:04, flashbackfriday ten years ago i bought this camera    the  samsung  nx it was so amazing  fast forward to now did i ever imagine my mobile phone the  galaxynoteultra  would be my primary camera  this is innovation from   withgalaxy  then  amp   now ,iamwaynegilbert,,,"Brooklyn, NY",en,positive
339,1238,4709,1314728065357033472,2020-10-10 00:42:51, what free phone did you get from this ad,VETTE____,,,"Toronto, Ontario",en,neutral
340,1239,4708,1314729532897755136,2020-10-10 00:48:41, no i did not use an app  i have a samsung  so i went to the settings on my phone  hit smart view camp  all my smart tvs popped up on my phone  i selected the tv i wanted camp  everything on my phone popped up  i went to the concert website camp  watched the trailer camp  it streamed perfectly ,QueenAlaina15,,,"Florida, USA",en,positive
341,1243,5911,1314736705514029056,2020-10-10 01:17:11,i am about to buy a new phone  so excited   samsung s  now to figure it out  ,Teresa4ever12,,"Seattle, WA",,en,positive
342,1249,1600,1314746655133106176,2020-10-10 01:56:44, i was so excited when it came out  but i have not upgraded yet due to my deacon g phone app not being compatible yet   as a type  diabetic  the app has been a life saver ,lupinebutterfly,,,"Bargersville, Indiana",en,positive
343,1260,4450,1314789551173447680,2020-10-10 04:47:11,i have been a life long customer of when it comes to tvs  but anymore the reliability stinks  i had a   series in  which died over a year and a half in and now my inch  has lines throughout the screen  i think it may be time to move away and try ,DHurray,,,Pittsburgh,en,negative
344,1262,308,1314794579430961152,2020-10-10 05:07:10,man i need a new phone tired of samsung  that new razor g looking nice though  razor,birdlovernelson,,,"Bethlehem,PA",en,negative
345,1265,1730,1314800971013386240,2020-10-10 05:32:33,sold my beloved samsung galaxy s  today  it was the longest i have kept one phone in close to a decade  truly a phenomenal device  going to miss it a bit  now  i am in the fold life ,BigRafTV,,,"Texas, USA",en,positive
346,1266,3018,1314814049415245825,2020-10-10 06:24:32,"turns out i can t live without google services   found a good cheap android phone  a smidge over rm  with today   offer   decent specs  actually more than decent given the price    also it a samsung  reputable  reliable   ",brianlian,,,742 Evergreen Terrace,en,positive
347,1270,1890,1314847463509954561,2020-10-10 08:37:18, i love the look and sound but the connectivity is terrible  i can actually be holding my phone directly in front of me and still have issues pop up ,getatme_broseph,,,"Topeka, Kansas",en,negative
348,1271,4559,1314854297872498688,2020-10-10 09:04:28,samsung ad damn it i left my room and came running back because i thought my phone was ringing,SpangleAyee,,,Scotland,en,negative
349,1275,4701,1314855505140031488,2020-10-10 09:09:15,all these samsung commercials man i want the new phone lol,yoongiculte,,,"Toronto, Ontario",en,positive
350,1281,1886,1314865131306864642,2020-10-10 09:47:30,i want the green samsung phone so bad ,875OT7,,,United States,en,positive
351,1287,2193,1314889228329910272,2020-10-10 11:23:16,testing out the camera on my  day old  noteultra love it so far ,SteveGilbert4,,,"Massachusetts, USA",en,positive
352,1291,3082,1314902823025479680,2020-10-10 12:17:17, thank you  the reason iiasked you ibethat iitook this picture with my phone   i ian t believe how much this new sasamsungalaxy s can zoom  ififou can hold it ststeadiesit incredible   ,sirsaint63,,,"Baton Rouge, LA",en,positive
353,1295,670,1314911472565325824,2020-10-10 12:51:39, on my samsung phone ,DickieNL,,,Newfoundland,en,neutral
354,1300,5995,1314929447124992002,2020-10-10 14:03:05,wow this picture did not do them justice thank you samsung galaxy for your very good camera,AzureSkySM,,,"Wisconsin, USA",en,positive
355,1301,4447,1314930665880801280,2020-10-10 14:07:55,been thinking about getting a new phone  looked into the new fold   its    my s still functioning  i am good  ,fishykisses,,,"Texas, USA",en,positive
356,1302,5994,1314931492850728961,2020-10-10 14:11:12, i love my samsung galaxy active watch   connects to my phone ,e41republic,,,ohio,en,positive
357,1303,5909,1314935079248953350,2020-10-10 14:25:27, i am shopping around now for a new phone as well  i think i am going to wait til black friday and get the best deal i can get  love android and samsung ,_Meyonic,,"Spokane, WA","Spokane, WA",en,positive
358,1305,1064,1314941747101937666,2020-10-10 14:51:57,the new samsung s fe is in stores now  amazing phone with its awesome features on the largest nationwide g network  come to  and it free w  activation    pick yours up today    biggraham  nerocks  brooklyn  areyouwithus   tmobile ,MagentaWarriors,,T-Mobile,"Brooklyn, NY",en,positive
359,1312,4445,1314967050570268672,2020-10-10 16:32:30, gps on samsung galaxy a stops working when n sa turns on  not just my phone  several people are having the issue ,vslavskii,,,"Pittsburgh, PA",en,negative
360,1317,4689,1314977659017924610,2020-10-10 17:14:39,i think i might be done with samsung phones for awhile  too lackluster   especially camera  for the cost  might go all things sony from now on  phones  cameras  tv and hopefully a ps soon ,edgelimited13,,,"New Jersey, USA",en,negative
361,1319,142,1314979946570240000,2020-10-10 17:23:45,this beautiful rose in my garden  mp on the  galaxynoteultra love this camera   with galaxy  samsungmembers ,ChocoReviews,,,"Bay Area, California ",en,positive
362,1323,1881,1314993510316212224,2020-10-10 18:17:38, phone camera samsung note ,photoriginality,,,United States,en,neutral
363,1326,2985,1314999301005811719,2020-10-10 18:40:39, the creativity and innovation are gone  where is the revolutionary design  where is the pop up camera  all you have done is build a samsung s clone in a horrible color ,roadrage810,,,"Michigan, USA",en,negative
364,1334,4121,1315021441746624512,2020-10-10 20:08:38, regretting buying samsung as   it was the worst phone ever   slow procedure   mi vivo is far better than that   paid for it and it was totally in lose ,Afzalmeman092,,,"New York, USA",en,negative
365,1335,662,1315024939766804480,2020-10-10 20:22:32, hey i sent in a watch for repair and its under warranty and you guys are trying to not honor the warranty  why  there was no damage to the watch and although i did not use it in water its advertised as  waterproof   make this right ,Brittneyblah,,,"Washington, USA",en,negative
366,1339,1597,1315033357546336259,2020-10-10 20:55:59, pre ordered one  said it got delivered    wasn t there when i got home  put in a claim to both samsung and fedex  now i m told i have to get a police report filed just to get a refund for a phone i never received ,JessMNeal,,,"Louisiana, USA",en,negative
367,1341,1876,1315036831080157185,2020-10-10 21:09:47, that has a sweet phone   do you use samsung pay   i do exclusively i have not had a wallet in  years ,AndroidEducator,,,United States,en,positive
368,1342,6073,1315041541811970048,2020-10-10 21:28:30, after all that happened  i am kind of glad i skipped the first  i think samsung learned a ton about improving the device in the last year and i feel pretty great about the longevity of the fold  ,TechWithBrett,,,Utah,en,positive
369,1344,4052,1315046588872626177,2020-10-10 21:48:33, no  you just do a screenshot on your phone and edit   you will have to look up how to do it for your phone   for my samsung  you press and hold power and volume down at the same time ,kmgc53,,,Earth,en,neutral
370,1348,3694,1315056622469742592,2020-10-10 22:28:26, the samsung s ultra has a great camera,Aida_x,,,California,en,positive
371,1357,70,1315076276298760192,2020-10-10 23:46:31,"samsung dex is really cool  connect to my tv and turn it into a desktop version of my phone   borrow  any fight cards i want and tv handles the actual streaming while i get to use my phone like normal ",devengus,,,Missouri,en,positive
372,1361,1051,1315081921345597440,2020-10-11 00:08:57,man being a part of these dealer apps really has its benefits    thanks for the free device for being a samsung pro ,R0bSkii,,,"Bronx, NY",en,positive
373,1362,1872,1315083625080201216,2020-10-11 00:15:43,dear   i am here in an area affected by hurricane delta  no power except for a generator   so my phone is providing   of my entertainment  your lack of the headphone jack is forcing me to either charge my phone or listen to music  not both  this is inconvenient ,Jarminx,,,United States,en,negative
374,1363,4618,1315086398655877120,2020-10-11 00:26:45, i sent my monitor in for repair and you sent it back with a cracked screen  what the hell  ,Toneman,,,"Portland, OR",en,negative
375,1366,137,1315090507291394053,2020-10-11 00:43:04,"sprint   mobile trying to rip me off during a pandemic    you know the galaxy phone have an issue  the battery temperature is too low to charge  time to help your customers   ",JasonCleary16,,,"Rosemead, CA",en,negative
376,1374,132,1315101778132692992,2020-10-11 01:27:51,hey how about you built a tv were you can live shot  what you watching  aacamera button  so it can capture the moment and saves to your gallery and share it with family and friends  eevento your rivals during sporting events  ,BorntobeBlue96,,,"Glendale, California",en,neutral
377,1380,12,1315124142119825408,2020-10-11 02:56:43, that a good way to learn  i happen to see the price cut on the samsung s and my eyes lit up i used to use samsung and liked it a lot  you ll enjoy that phone  the picture quality is amazing,NatalieAndJer04,,,USA Pennsylvania,en,positive
378,1384,5682,1315132286468268032,2020-10-11 03:29:05, i think samsung is degrading software to encourage buying a new phone   the camera software is not as easy to use   auto correct actually screws up words when i post something   frustrating   i will proof read a tweet  post it  and see it change ,JimInNC,,,"North Carolina, USA",en,negative
379,1385,10,1315134641775554566,2020-10-11 03:38:27, i can t remember but i had the flip phone  bangs when you hang up lol  and then i had the samsung slide ,GeorgeBangx,,,"Atlanta, GA",en,neutral
380,1386,102,1315135633581432833,2020-10-11 03:42:23,if anyone wants to watch the concert on their tv  you can connect your samsung phone to your smart tv  it works really well ,BTS4Life_OT7,,,"AZ, USA",en,positive
381,1389,4062,1315151962472505344,2020-10-11 04:47:16,the camera on this phone is simply amazing    galaxynoteultra  noteultra  samsung  ,ITheSuarez,,"Henderson, NV","Las Vegas, NV",en,positive
382,1394,5475,1315172234848239617,2020-10-11 06:07:50," mapofthesoulone d  mapofthesoulone i want this phone but i actually like my samsung ae  ",foxsleepyhollow,,,"Atlanta, GA",en,positive
383,1395,1046,1315172352037187584,2020-10-11 06:08:18,  sultra back camera just broke in front of my eyes  its like a hole  this phone is defective  i researched and seen many phones like mine did the same thing   this is unacceptable  all you guys know about this,ForOurBabies76,,"Manhattan, NY","Manhattan, NY",en,negative
384,1397,126,1315178569799102464,2020-10-11 06:33:00,whoever at who decided camp  approved that i now need to press my screen to rotate it needs to be fired  now  this is the stupidest  most intrusive  and pointless update ,faboomama,,,Los Angeles,en,negative
385,1399,125,1315183585670828032,2020-10-11 06:52:56,i need me a guy with a samsung phone and less than  followers on instagram,jackolantern911,,,"Sacramento, CA",en,neutral
386,1400,256,1315204478476398593,2020-10-11 08:15:57, yes they now have a samsung chat group and for enos they got a special camera app,DENVERSKIER,,,"Arvada, CO",en,neutral
387,1403,4617,1315216251954757634,2020-10-11 09:02:44, wait there has a phone app  i tried looking for one but i have a samsung n could not find it on their store,Venetiansnare,,,"Portland, OR",en,neutral
388,1406,3076,1315248741532696576,2020-10-11 11:11:50, oh it has so good  my instant recommend for anyone who wants a higher end samsung,wildlime,,,The Moon,en,positive
389,1407,3385,1315250009789607936,2020-10-11 11:16:53, very disappointed with my galaxy nite  ultra screen have it in an otter box case less than  month old and already have  screen scratches that are deep enough i can see while on my phone,brookelynn9693,,,"Boston, MA",en,negative
390,1416,4670,1315270429305638912,2020-10-11 12:38:01,"the camera system on the galaxy s fe is outstanding for the price  aside from the flowers  the other photos were taken with x optical zoom and the details are   so far this is the front runner for my phone of the year award   just  wow     nono editsgalaxysfe  sasamsung",_alteredtech,,,"Jersey City, NJ",en,positive
391,1417,1870,1315271354602618880,2020-10-11 12:41:42, that last update to the s mobile phone just made the phone go crazy  what was that about  last update  day ago ,PAPICHULO762,,,United States,en,negative
392,1421,4616,1315288103607697408,2020-10-11 13:48:15,if samsung makes a z flip with a stylus  that would be my dream phone,AdronQ,,,"Portland, OR",en,positive
393,1425,1416,1315312762440937472,2020-10-11 15:26:14, benefits like loss of cellular and data    my sons phone has had no cellular or data for weeks  sprint techs said samsung   is not working with new towers since merger  so i have to buy a new phone   because you merged    none of our iphones had issues,nutinliket,,,"Florida, South Miami Heights",en,negative
394,1427,1415,1315315723653136385,2020-10-11 15:38:00," let see  we have called they have us follow steps to provision   reset update spent hours on phone   took phone to sprint store they did the same thing  screwed up my account in process   called again pent two hours on phone was told by two tech samsung  may need replacing",nutinliket,,,"Florida, South Miami Heights",en,negative
395,1429,6063,1315318370460291075,2020-10-11 15:48:31, can you please make a lightweight smaller smartphone that is still capable  s  is great but too heavy for weaker hands ,ybabkcurt,,,"Washington, USA",en,negative
396,1433,4615,1315327999474950146,2020-10-11 16:26:47, i am actually thinking of moving back to a fit bit  disappointed in my samsung galaxy watch  experience could be better ,TheRealFam13,,,"Gresham, OR",en,negative
397,1435,1718,1315336874081374209,2020-10-11 17:02:03, trying to watch the england game on my samsung tv and the app has crashed  times ,hutch_mo,,,Burton,en,negative
398,1436,5380,1315337505194094595,2020-10-11 17:04:33,  galaxy  watch completely stopped tracking steps with latest  update many users report the same  this is  unacceptable like and reshape,candrewscott,,,"Cary, NC",en,negative
399,1437,2984,1315340542247669762,2020-10-11 17:16:37, i got a samsung galaxy s mini as backup phone  perfectly fine adn small  right now using a rather hefty galaxy a ,Orkekum,,,Finland,en,positive
400,1443,1594,1315348272618385408,2020-10-11 17:47:20, samsung mobile and its makes for one great team ,mkostial05,,,"St Louis, MO",en,positive
401,1447,4614,1315352070304591872,2020-10-11 18:02:26,i am happy that the nfl app is displaying full screen again this year on my samsung tablet a,k2rider13,,"Portland, OR","Outlook, Portland, OR",en,positive
402,1448,1032,1315352087803432960,2020-10-11 18:02:30,hey you repaired this phone a year ago   pretty sure batteries am not supposed to do this when charging   exploding battery  dangerous ,coggersteve,,,Essex,en,negative
403,1449,2010,1315354940475310082,2020-10-11 18:13:50,this day  years ago samsung officially discontinued the note  after recalling the phone twice due to issues relating to the battery,ceoregan,,,Ireland,en,negative
404,1450,3120,1315355023010750464,2020-10-11 18:14:10,"pretty happy with my new  samsung chromebook  tablet    verizon laptop i just picked up on a    a month plan for  months  sure  it has probably not as economical as paying straight retail  but it is got insurance  a gb plan  amp  it has a sweet device  all clouded up  amp  synchable ",simplysara20,,,"California, USA",en,positive
405,1451,2982,1315356227895988224,2020-10-11 18:18:57,i will never buy a tv again  this is the second tv that i ve bought where half the tv has a black shadow and you can barely see what going on the screen,WhatsSleepTho,,,"Minneapolis, MN",en,negative
406,1457,1592,1315363112141365249,2020-10-11 18:46:18, why does the notification on my phone go to silence notification after about  notification  and all this started right after the update before the last one  this is pissing me off,Body13ag__,,,"West Dundee, IL",en,negative
407,1459,2091,1315364545888686081,2020-10-11 18:52:00,very upset with   i am on the upgrade program and i returned my phone in june and i am still paying for my old phone and my new phone  chatted with several people and they disconnected from chat with me and one person said they fixed it and did not    bad service ,KRamey49,,,"Plano, TX",en,negative
408,1461,4061,1315374667146854405,2020-10-11 19:32:13,we need a solar panel build into your phone screen   ,Lockfordian,,"California, USA",Nor Cali,en,neutral
409,1464,3241,1315379791147806728,2020-10-11 19:52:35,and my next phone will be i ve had better luck with their products  ,KenKstop,,,United States,en,positive
410,1469,1413,1315389468359241729,2020-10-11 20:31:02, also this is samsung fault for locking up their camera cpi to rd party,pachi72,,,"Hialeah, FL",en,negative
411,1474,4654,1315400242209189889,2020-10-11 21:13:51,my first samsung glass candy bar  initial impressions are high  this phone is solid  ,billykyle,,,"Philadelphia, PA",en,positive
412,1482,2467,1315412025380466689,2020-10-11 22:00:40, samsung electronic has their own digital camera lines  so probably samsung mobile got that technology from them  ,Namu2891,,,"California, USA",en,neutral
413,1483,1411,1315415109745901568,2020-10-11 22:12:56,"my samsung phone is everything   and more     that is my beloved phone  wellnessblogger  blackmomblogger ",DanielleFaust,,,"West Palm Beach, FL",en,positive
414,1486,1711,1315420784563761152,2020-10-11 22:35:29, hey  have you heard about good lock app in samsung devices  it is really great for customization  here is the link of it is detailed overview  ,UpalkarAditya,,,"Chicago, IL",en,positive
415,1488,1022,1315421867201769472,2020-10-11 22:39:47,finally got my fucking phone to shut off and restart   last time i am buying a   going back to the ve always had in the past and never once had this kind of issue   i think i will put it in the fridge for a while to cool it off ,karenh7463,,,"Indiana, USA",en,negative
416,1490,3239,1315429506954403840,2020-10-11 23:10:08, watch out  samsung is now scammy  massive glass cameras made to crack  owned three s models in last decade  no issues   gentle weeks w new s  in case  camera has crack  photos are ghosted  i called samsung   camera crack voided warranty  mail  amp  pay us     days no phone  ,markisaac77,,,United States,en,negative
417,1492,1710,1315429803064000515,2020-10-11 23:11:19, i have used shoes as a makeshift tripod before  too  i use a samsung galaxy s   but looking to upgrade in the nearer future  what phone do you use ,EmergentechRDI,,,"Columbus, OH",en,neutral
418,1493,628,1315430462270115848,2020-10-11 23:13:56, does the note  ultra camerae have bad shutter lag ,dstrunk10,,,"Philadelphia, PA",en,neutral
419,1496,100,1315435310298271745,2020-10-11 23:33:12, thanks for the killing my battery with your last update  it used to last  days  now with your update in at   and have barely touched my phone ,ClayJParker,,,"Fort Mohave, AZ",en,negative
420,1498,2890,1315437034887053312,2020-10-11 23:40:03, then they just say please make sure that you get the correct phone number and hangs up on me before i get to talk to an agent what a joke that has is just making me loose trust on samsung and in going to return it if no solution comes before the  days return policy ends  hope not to,hamdy28424881,,,"Dearborn, MI",en,negative
421,1500,3009,1315438114412941312,2020-10-11 23:44:20, yup  it is simply that good  those photos are straight out of camera as well ,mkostial05,,,"St Louis, MO",en,positive
422,1507,2163,1315452562863259648,2020-10-12 00:41:45, he looks like a samsung phone notification,ttchlmet,,,"Manhattan, NY",en,neutral
